"ID","City","State",,,,,"States - Other"
"[2751] =","Ullal","Karnataka - Other",,,,,
"[2752] =","Umarer","All over India",,,,,
"[2753] =","Umaria","Madhya Pradesh - Other",,,,,
"[1056] =","Umarkhed","Maharashtra - Other",,,,,
"[2754] =","Umbraj","Maharashtra - Other",,,,,
"[2755] =","Umerer","Maharashtra - Other",,,,,
"[2756] =","Umerga","Karnataka - Other",,,,,
"[2757] =","Umrer","Maharashtra - Other",,,,,
"[778] =","Una","Gujarat - Other",,,,,
"[2758] =","Unjha","Gujarat - Other",,,,,
"[2759] =","Unnao","Uttar Pradesh - Other",,,,,
"[2760] =","Uppinangady","Karnataka - Other",,,,,
"[2761] =","Utai","Chhattisgarh - Other",,,,,
"[2762] =","Uttara Kannada","Karnataka - Other",,,,,
"[2763] =","Uttarkashi","Uttarakhand - Other",,,,,
"[2764] =","Vadakkankulam","Tamil Nadu - Other",,,,,
"[2765] =","Vadali","Gujarat - Other",,,,,
"[2766] =","Vadnagar","Gujarat - Other",,,,,
"[206] =","Vadodara/baroda","Gujarat - Other",,,,,
"[2768] =","Vaduj","Maharashtra - Other",,,,,
"[2770] =","Vajreshwari","Maharashtra - Other",,,,,
"[2771] =","Valia","Gujarat - Other",,,,,
"[759] =","Vallabh Vidyanagar","Gujarat - Other",,,,,
"[763] =","Vallabh Vidynagar","All over India",,,,,
"[2772] =","Valod","Gujarat - Other",,,,,
"[207] =","Valsad","Gujarat - Other",,,,,
"[2773] =","Vamadapadav","Karnataka - Other",,,,,
"[2774] =","Vanagaram","Tamil Nadu - Other",,,,,
"[2775] =","Vanashalipuram","Andhra Pradesh - Other",,,,,
"[852] =","Vani","Maharashtra - Other",,,,,
"[1057] =","Vaniyambadi","Tamil Nadu - Other",,,,,
"[2776] =","Vanoja","All over India",,,,,
"[2777] =","Vansda","Gujarat - Other",,,,,
"[208] =","Vapi","Gujarat - Other",,,,,
"[2778] =","Vasco","Goa - Other",,,,,
"[2779] =","Vayalpadu","Andhra Pradesh - Other",,,,,
"[2780] =","Vedikhal","Uttarakhand - Other",,,,,
"[2781] =","Vedrd","All over India",,,,,
"[2782] =","Veeravasaram","Andhra Pradesh - Other",,,,,
"[2783] =","Veraval","Gujarat - Other",,,,,
"[2784] =","Verem","Goa - Other",,,,,
"[2785] =","Verna","Goa - Other",,,,,
"[856] =","Vidisha","Madhya Pradesh - Other",,,,,
"[2786] =","Vidyanagar","Andhra Pradesh - Other",,,,,
"[2787] =","Viginigiri","All over India",,,,,
"[2788] =","Vijapur","Gujarat - Other",,,,,
"[2789] =","Vijayanagar","Karnataka - Other",,,,,
"[2790] =","Vijaynagar","All over India",,,,,
"[2791] =","Vikarabad","Andhra Pradesh - Other",,,,,
"[2792] =","Vilad Ghat","Maharashtra - Other",,,,,
"[879] =","Villupuram","Tamil Nadu - Other",,,,,
"[2793] =","Virajpet","Karnataka - Other",,,,,
"[2794] =","Virpor","Gujarat - Other",,,,,
"[2795] =","Virudhunagar","All over India",,,,,
"[2796] =","Visnagar","Gujarat - Other",,,,,
"[1058] =","Vizianagaram","Andhra Pradesh - Other",,,,,
"[2797] =","Vridhachalam","Tamil Nadu - Other",,,,,
"[892] =","Vrindavan","Uttar Pradesh - Other",,,,,
"[2798] =","Vyara","Gujarat - Other",,,,,
"[2799] =","Wadrafnagar","Chhattisgarh - Other",,,,,
"[2800] =","Wai","Maharashtra - Other",,,,,
"[2801] =","Walgaon","Maharashtra - Other",,,,,
"[2802] =","Waltair","Andhra Pradesh - Other",,,,,
"[2803] =","Wanaparthy","Andhra Pradesh - Other",,,,,
"[2804] =","Wangjing","Manipur - Other",,,,,
"[2805] =","Wani","Maharashtra - Other",,,,,
"[2806] =","Warananagar","Maharashtra - Other",,,,,
"[2807] =","Warora","Maharashtra - Other",,,,,
"[2808] =","Warshaliganj","Bihar - Other",,,,,
"[2809] =","Warud","Madhya Pradesh - Other",,,,,
"[2810] =","Warwatbakal","Maharashtra - Other",,,,,
"[10236] =","WASHI","Maharashtra - Other",,,,,
"[2811] =","Washim","Maharashtra - Other",,,,,
"[2812] =","Wazirganj","Uttar Pradesh - Other",,,,,
"[2813] =","West Champaran","Bihar - Other",,,,,
"[2814] =","West Dinajpur","West Bengal - Other",,,,,
"[711] =","West Godavari","Andhra Pradesh - Other",,,,,
"[2815] =","West Kameng","Arunachal Pradesh - Other",,,,,
"[2816] =","West Siang","Arunachal Pradesh - Other",,,,,
"[2817] =","Wokha","Nagaland - Other",,,,,
"[2818] =","Wonparthy","Andhra Pradesh - Other",,,,,
"[2819] =","Wyra","Andhra Pradesh - Other",,,,,
"[2820] =","Yadgir","Karnataka - Other",,,,,
"[2821] =","Yalandur","Karnataka - Other",,,,,
"[2822] =","Yallpur","Karnataka - Other",,,,,
"[940] =","Yamunanagar","Haryana - Other",,,,,
"[2824] =","Yanam","Andhra Pradesh - Other",,,,,
"[2826] =","Yelamanchili","Andhra Pradesh - Other",,,,,
"[2827] =","Yelburga","Karnataka - Other",,,,,
"[2828] =","Yellandu","Andhra Pradesh - Other",,,,,
"[2829] =","Yeoda","Maharashtra - Other",,,,,
"[2830] =","Yeola","Maharashtra - Other",,,,,
"[2831] =","Yeotmal","All over India",,,,,
"[950] =","York","All over India",,,,,
"[2832] =","Yuvatmal","Maharashtra - Other",,,,,
"[2833] =","Zahirabad","Andhra Pradesh - Other",,,,,
"[2834] =","Zunheboto","Nagaland - Other",,,,,
